10.3, 183,800
10.3, 183,200
10.1, 174,900
9.3, 173,500
8.4, 172,900
7.3, 173,200
8.4, 173,200
7.9, 169,700
7.6, 174,500
7.6, 177,900
6.9, 188,100
7.4, 203,200
8.1, 230,200
7, 258,200
6.5, 309,800
5.8, 329,800
